chapter_code,chapter,subchapter,assay_refname,text_pattern_match,assay_source,notes,assay_class,mesh_indication,ind_phenotype_cmpd,ind_phenotype_cmpd_chemblid,pos_control_cmpd,pos_control_cmpd_chemblid
J,Activity on the Gastrointestinal Tract,Pancreatic Function,Taurocholate Induced Pancreatitis in the Rat,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Pancreatic Function,Chronic Pancreatitis,Chronic.*Pancreatitis,Vogel_assay_2008,,in-vivo phenotypic,"PANCREATITIS|PANCREATITIS, CHRONIC|DIGESTIVE SYSTEM DISEASES",,,,
J,Activity on the Gastrointestinal Tract,Liver Function,Hepatitis in Long Evans Cinnamon Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,Temporary Hepatic Ischemia,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,Allyl Alcohol Induced Liver Necrosis in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,Carbon tetrachloride CCl4 Induced Liver Fibrosis in Rats,Carbon\W?tetra\W?chloride|CCl4,Vogel_assay_2008,,in-vivo phenotypic,LIVER CIRRHOSIS|LIVER DISEASES,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,Bile Duct Ligation Induced Liver Fibrosis in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,Galactosamine Induced Liver Necrosis,Liver.*Necro|Necro.*Liver|Hepat.*Necro|Necro.*Hepat,Vogel_assay_2008,This reference assay includes other compounds that induce liver necrosis.,in-vivo phenotypic,LIVER CIRRHOSIS|LIVER DISEASES,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,Liver Fibrosis Induced by Schistosome Cercariae,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,General Models of Drug Induced Liver Injury,liver\W?injury|hepatic\W?injury,phenotype,,in-vivo phenotypic,LIVER DISEASES,,,,
J,Activity on the Gastrointestinal Tract,Liver Function,General Models of Hepatotoxic and Hepatoprotective Activity,Hepatotoxic|Hepatoprotect,phenotype,,in-vivo phenotypic,LIVER DISEASES,,,,
J,Activity on the Gastrointestinal Tract,Eviscerated Animals,Evisceration in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Methods to Induce Experimental Diabetes Mellitus,Alloxan Induced Diabetes,Alloxan,Vogel_assay_2008,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
K,Antidiabetic Activity,Methods to Induce Experimental Diabetes Mellitus,Streptozotocin Induced Diabetes,Streptozotocin|STZ,Vogel_assay_2008,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
K,Antidiabetic Activity,Methods to Induce Experimental Diabetes Mellitus,Corticosteroid Induced Diabetes,Diabet.*Corti|Corti.*Diabet,Vogel_assay_2008,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
K,Antidiabetic Activity,Methods to Induce Experimental Diabetes Mellitus,Virus Induced Diabetes,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Genetically Diabetic Animals,"Spontaneously Diabetic Rats: BB Rat, WBN/Kob Rat, Cohen Diabetic Rat, Goto-Kakizaki Rat, Zucker-Fatty Rat, Zucker Diabetic Fatty Rat Zdf/Drt-Fa, Wdf/Ta-Fa Rat, OLETF Rat, ESS-Rat, Obese SHR Rat, SHR/N-cp Rat, BHE Rat, LEW.1AR1/Ztm-iddm RAT",Goto\W?Kakizaki|Zucker|fa/fa|ZDF|Wistar\W?fatty,Vogel_assay_2008,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
K,Antidiabetic Activity,Genetically Diabetic Animals,"Spontaneously Diabetic Mice: KK Mouse, KK-AY Mouse, NOD Mouse, Obese Hyperglycemic Mice, Diabetic db/db Mice, Diabetes Obesity Syndrome in CBA/Ca Mice, Wellesley Mouse",KK\W?m|KK\W?AY|\WNOD\W|db\W?db,Vogel_assay_2008,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
K,Antidiabetic Activity,Measurement of Blood Glucose-Lowering and Antidiabetic Activity,Blood Glucose Lowering Effect,Blood\W?Glucose|Plasma\W?Glucose,Vogel_assay_2008,Rat and Mouse assays considered together.,in-vivo phenotypic,HYPOGLYCEMIA,,,,
K,Antidiabetic Activity,Measurement of Blood Glucose-Lowering and Antidiabetic Activity,Euglycemic Clamp Technique,Euglycem.*Clamp,Vogel_assay_2008,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
K,Antidiabetic Activity,Measurement of Blood Glucose-Lowering and Antidiabetic Activity,Hypoglycemic Seizures in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Measurement of Blood Glucose-Lowering and Antidiabetic Activity,Effects of Insulin Sensitizer Drugs,NIDDM,Vogel_assay_2008,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2",,,,
K,Antidiabetic Activity,Measurement of Blood Glucose-Lowering and Antidiabetic Activity,Antidiabetic Effects of Liver X Receptor Agonists,glucose\W?tolerance|glucose\W?challenge,Vogel_assay_2008,Check with expert! It this search term (for glucose tolerance test) correct for non-hepatic glucose production?,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
K,Antidiabetic Activity,Measurement of Glucose Absorption,Evaluation of Glucose Absorption In Vivo,Starch.*Glucose|Glucose.*Starch,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Monitoring of Diabetic Late Complications,Nerve Conduction Velocity Aldose Reductase Inhibitors,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Monitoring of Diabetic Late Complications,Nerve Blood Flow Doppler Flux,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Monitoring of Diabetic Late Complications,Electroretinogram,Diabet.*Neuro,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Monitoring of Diabetic Late Complications,Streptozotocin Induced Cataract,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,Monitoring of Diabetic Late Complications,Naphthalene Induced Cataract,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
K,Antidiabetic Activity,General Antidiabetic Activity,General Antidiabetic Activity,Diabet,phenotype,,in-vivo phenotypic,"DIABETES MELLITUS|DIABETES MELLITUS, TYPE 2|DIABETES MELLITUS, TYPE 1",,,,
L,Anti-obesity Activity,Methods to Induce Experimental Obesity,Diet Induced Obesity,Diet.*Obes|Obes.*Food|Food.*Obes|\WDIO\W,Hock_2016,This considers assays for both rat and mouse. DIO is Diet-induced obesity.,in-vivo phenotypic,OBESITY|NUTRITION DISORDERS,,,,
L,Anti-obesity Activity,Methods to Induce Experimental Obesity,Hypothalamic Obesity High-Fat Diet Anti-Obesity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
L,Anti-obesity Activity,Methods to Induce Experimental Obesity,Goldthioglucose Induced Obesity Anti-Obesity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
L,Anti-obesity Activity,Methods to Induce Experimental Obesity,Monosodium Glutamate Induced Obesity Anti-Obesity,Sodium.*Glutamate,Vogel_assay_2008,,in-vivo phenotypic,OBESITY|NUTRITION DISORDERS,,,,
L,Anti-obesity Activity,Genetically Obese Animals,"Spontaneously Obese Rats: WBN/KOB Rat, Zucker-Fatty Rat, WDF/TA-FA Rat, OLETF Rat, Obese SHR Rat, JCR:LA-Corpulent Rat, Growth Hormone Deficient Dwarf Rat",Zucker|fa/fa|Wistar\W?fatty,Vogel_assay_2008,,in-vivo phenotypic,OBESITY|NUTRITION DISORDERS,,,,
L,Anti-obesity Activity,Genetically Obese Animals,"Spontaneously Obese Mice: Yellow Obese Mouse AYA, KK-AY Mouse, Obese Hyperglycemic (ob/ob) mice, BL/6 Obese Mice, NZO Mouse, Diabetes Obesity Syndrome in CBA/CA Mice, FAT/FAT Mice, Tubby Mice",KK\W?AY|ob\W?ob,Vogel_assay_2008,Note that BL/6 is the same as the C5BL/6J mouse strain,in-vivo phenotypic,OBESITY|NUTRITION DISORDERS,,,,
L,Anti-obesity Activity,Assays of Anti-obesity Activity,Food Consumption in Rats Anorectic Activity Anti-Obesity,Food\W?Intake|Food\W?Consump|Food\W?Uptake|Feeding.*Model,Vogel_assay_2008,,in-vivo phenotypic,OBESITY|NUTRITION DISORDERS,,,,
L,Anti-obesity Activity,Assays of Anti-obesity Activity,Computer-Assisted Measurement of Food Consumption in Rats Anorectic Activity Anti-Obesity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
L,Anti-obesity Activity,Assays of Anti-obesity Activity,The Endocannabinoid System Anorectic Activity Anti-Obesity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
L,Anti-obesity Activity,Assays of Anti-obesity Activity,Resting Metabolic Rate Anti-Obesity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
L,Anti-obesity Activity,General Anti-obesity Activity,General Anti-obesity activity,Obes,phenotype,,in-vivo phenotypic,OBESITY|NUTRITION DISORDERS,,,,
M,Anti-Atherosclerotic Activity,Induction of Experimental Atherosclerosis,Cholesterol Diet Induced Atherosclerosis,cholesterol\W?diet|hypercholesterol|hypocholesterol,Vogel_assay_2008,,in-vivo phenotypic,HYPERCHOLESTEROLEMIA|ATHEROSCLEROSIS,,,,
M,Anti-Atherosclerotic Activity,Induction of Experimental Atherosclerosis,Intimal Reactions After Endothelial Injury,Balloon\W?Injury,Vogel_assay_2008,,in-vivo phenotypic,ATHEROSCLEROSIS,,,,
M,Anti-Atherosclerotic Activity,General Atherosclerosis Activity,General Atherosclerosis Activity,Athero,phenotype,,in-vivo phenotypic,ATHEROSCLEROSIS,,,,
M,Anti-Atherosclerotic Activity,Influence on Lipid Metabolism,Hypolipidemic Activity in Rats,Hypolipidem,Vogel_assay_2008,,in-vivo phenotypic,LIPID METABOLISM DISORDERS|HYPERLIPIDEMIAS,,,,
N,Endocrinology,Posterior Pituitary Hormones,Oxytocin Receptor Determination,uterin.*contract|contract.*uterin,Hock_2016,Hock_2016 describes an in vitro assay; but the description appears to also be relevant to in vivo assays,in-vivo phenotypic,UTERINE CONTRACTION,OXYTOCIN,CHEMBL395429,,
K,Antidiabetic Activity,General Antihyperglycemic Activity,General Antihyperglycemic Activity,Anti\W?hyperglycem,phenotype,,in-vivo phenotypic,HYPERGLYCEMIA,,,,
-,Parasitic diseases,General Antimalarial Activity,General Antimalarial Activity,malaria,phenotype,,in-vivo phenotypic,MALARIA,,,,
-,Parasitic diseases,General Antitrypanosomal Activity,General Antitrypanosomal Activity,trypanosom,phenotype,,in-vivo phenotypic,TRYPANOSOMIASIS,,,,
F,Drug Effects on Learning and Memory,Learning and Memory,General Antialzheimer Activity,alzheim,phenotype,,in-vivo phenotypic,ALZHEIMER DISEASE,,,,
-,Oncology Activity,-,Metastatic Activity,metasta,phenotype,,in-vivo phenotypic,NEOPLASM METASTASIS,,,,
P,Pharmacological Models in Dermatology,Scleroderma Models,"Scleroderma Models in Mice: tight-skin mouse, WBB6F1-W/WV mouse, MRL/lpr mouse",,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Pemphigus Models,Experimentally Induced Pemphigus in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Ichthyosis Models,Experimentally Induced Ichthyosis in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Xeroderma Models,Experimentally Induced Xeroderma in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Vitiligo Models,Vitiligo in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Erythropoietic Protoporphyria Models,Animal Models for Erythropoietic Protoporphyria,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
P,Pharmacological Models in Dermatology,Acne Models,Acne Activity on Sebaceous Glands of Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
M,Anti-Atherosclerotic Activity,Influence on Lipid Metabolism,Triton-Induced Hyperlipidemia,Triton.*Lipid|Lipid.*Triton,Vogel_assay_2008,,in-vivo phenotypic,LIPID METABOLISM DISORDERS,,,,
M,Anti-Atherosclerotic Activity,Influence on Lipid Metabolism,Fructose-Induced Hypertriglyceridemia in Rats,Fruct,Vogel_assay_2008,,in-vivo phenotypic,HYPERTRIGLYCERIDEMIA,,,,
M,Anti-Atherosclerotic Activity,Influence on Lipid Metabolism,General Hyperlipidemia Models,Hyperlipid,phenotype,General assay category for Hyperlipidemia,in-vivo phenotypic,LIPID METABOLISM DISORDERS|HYPERLIPIDEMIAS,,,,
M,Anti-Atherosclerotic Activity,Influence on Lipid Metabolism,Intravenous Lipid Tolerance Test in Rats,Lipid\W?Tolerance,Vogel_assay_2008,,in-vivo phenotypic,HYPERTRIGLYCERIDEMIA,,,,
M,Anti-Atherosclerotic Activity,Influence on Lipid Metabolism,Influence on Lipoprotein Lipase Activity,Lipoprotein\W?Lipase,Vogel_assay_2008,,in-vivo phenotypic,LIPID METABOLISM DISORDERS,,,,
M,Anti-Atherosclerotic Activity,Influence on Lipid Metabolism,Lipid Peroxidation Assay,Lipid.*Oxidat|Oxidat.*Lipid|TBARS|Thiobarbituric,Vogel_assay_2008,"Check with expert whether assay for lipid peroxidation is correctly classified here. The lipid peroxidation assay (TBARS) is described in Vogel_2008 as part of the assay description for  'D: Respiratory activity, Bleomycin-Induced Pulmonary Fibrosis'",,LIPID METABOLISM DISORDERS,,,,
M,Anti-Atherosclerotic Activity,General Lipid Metabolism,General Lipid Metabolism,Lipid,phenotype,,in-vivo phenotypic,LIPID METABOLISM DISORDERS,,,,
M,Anti-Atherosclerotic Activity,Inhibition of Cholesterol Biosynthesis,Effect of HMG-CoA-Reductase Inhibitors in Vivo (3-Hydroxy-3-methylglutaryl-coenzyme A),HMG\W?CoA,Vogel_assay_2008,,in-vivo phenotypic,LIPID METABOLISM DISORDERS|HYPERLIPIDEMIAS|ATHEROSCLEROSIS,,,,
M,Anti-Atherosclerotic Activity,Inhibition of Cholesterol Absorption,In Vivo Test for ACAT (Acyl Coenzyme A: Cholesterol Acyltransferase) Inhibitory Activity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
M,Anti-Atherosclerotic Activity,Inhibition of Cholesterol Absorption,Lymph Fistula Model for Cholesterol Absorption,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
M,Anti-Atherosclerotic Activity,General Cholesterol Activity,General Cholesterol Activity,cholester|\WLDL\W|\WHDL\W,phenotype,,in-vivo phenotypic,HYPERCHOLESTEROLEMIA|LIPID METABOLISM DISORDERS,,,,
N,Endocrinology,Endocrine Survey,Endocrine Survey,pituitary.*gonadal|pituitary\W?weight|adrenal\W?weight|thymus\W?weight|testes\W?weight|seminal\W?vesicl|prostrate\W?weight|levator\W?ani.*weight|weight.*levator\W?ani|uter.*weight|weight.*uter,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Adrenalectomy in Rats,Adrenalect,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Adrenal and Thymus Involution,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Eosinopenia in Adrenalectomized Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Liver Glycogen Depostion Test in Rats,Liver.*Glycogen|Glycogen.*liver,Vogel_assay_2008,,in-vivo phenotypic,ADRENAL GLAND DISEASES,,,,
N,Endocrinology,Adrenal Steroid Hormones,Croton Oil-Induced Ear Inflammation,Croton,Vogel_assay_2008,,in-vivo phenotypic,INFLAMMATION,,,,
N,Endocrinology,Adrenal Steroid Hormones,Increased Blood Glucose in Rats Hyperglycemia Induced by Corticoid Hormone,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Skin Atrophy After Chronic Corticoid Application,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,"Effect of Chronic Treatment on Thymus, Spleen, Adrenal, and Body Weight by Corticoid Hormone",,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Breaking Strength of Bones Effects by Corticosteroids,osteo.*corti|corti.*osteo,Vogel_assay_2008,,in-vivo phenotypic,OSTEOPOROSIS,,,,
N,Endocrinology,Adrenal Steroid Hormones,Tensile Strength of Femoral Epiphyseal Cartilage in Rats by Corticosteroids,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Tensile Strength of Tail Tendons in Rats by Corticosteroids,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Tensile Strength of Skin Strips in Rats by Corticosteroids,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Skin Thickness and Tensile Strength by Topical Effects of Glucocorticosteroids on Skin,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Effect on Epidermal DNA Synthesis by Topical Effects of Glucocorticosteroids on Skin,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Induction of Drug-Metabolizing Enzymes by Topical Effects of Glucocorticosteroids on Skin,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Adrenal Steroid Hormones,Electrolyte Excretion To Assess Corticosteroids,corti.*electrolyte|corti.*sodium|mineralocorti,Vogel_assay_2008,Combined assays for mineralcorticosteroids and anti-mineralocorticoid activity,in-vivo phenotypic,,,,,
N,Endocrinology,Ovarian Hormones,Vaginal Cornification Assay Estrogenic Activity,Cornification|Doisy,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Ovarian Hormones,Uterine Weight Assay Estrogenic Activity,uter.*weight|weight.*uter,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Ovarian Hormones,Antagonism of Estrogen Effect on Uterus Weight,anti\W?O?estrogen.*weight|weight.*anti\W?O?estrogen,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Ovarian Hormones,Aromatase Inhibition,Aromatase,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Ovarian Hormones,Deciduoma Formation Progestional Activity,Decidu,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Ovarian Hormones,Pregnancy Maintenance Assay Progestional Activity,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Ovarian Hormones,General Estrogen or Progestogen Activity,Estrogen|Estradiol|Estrone|Progest,phenotype,,in-vivo phenotypic,GONADAL HORMONES,,,,
N,Endocrinology,Testicular Steroid Hormones,Weight of Androgen-Dependent Organs in Rats,Androgen.*weight|weight.*Androgen|Prostate.*Weight|Weight.*Prostate,Vogel_assay_2008,"Combined with Vogel assays for (i) 'Antagonism of Androgen Action in Castrated Rats', (ii) 'Anti-Androgenic Activity in Female Rats'",in-vivo phenotypic,,,,,
N,Endocrinology,Testicular Steroid Hormones,Nitrogen Retention Anabolic Agents,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Testicular Steroid Hormones,Intra-Uterine Feminizing / Virilizing Effect,Viril,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Testicular Steroid Hormones,General Androgen Activity,Androg,phenotype,,in-vivo phenotypic,TESTICULAR HORMONES|GONADAL HORMONES,,,,
N,Endocrinology,Thyroid Hormones,Oxygen Consumption for Thyroid Hormones,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Thyroid Hormones,Inhibition of Iodine Release for Thyroid Hormones,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Thyroid Hormones,Anti-Goitrogenic Activity ,Goit,Vogel_assay_2008,,in-vivo phenotypic,THYROID DISEASES,,,,
N,Endocrinology,Thyroid Hormones,"Tensile Strength of Connective Tissue in Rats, Modified for Thyroid Hormones",,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Thyroid Hormones,Inhibition of Iodine Uptake in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Thyroid Hormones,Decrease of Serum Calcium in Rats by Calcitonin,plasma\W?calcium|serum\W?calcium,Vogel_assay_2008,,in-vivo phenotypic,THYROID DISEASES|HYPERCALCEMIA,,,,
N,Endocrinology,Parathyroid Hormone,Parathyroid Hormone (PTH) Assay by Serum Calcium Increase,\WPTH\W|para\W?thyroid,Vogel_assay_2008,,in-vivo phenotypic,PARATHYROID DISEASES,,,,
N,Endocrinology,Parathyroid Hormone,Serum Phosphate Decrease After PTH,\WPTH\W.*phos|para\W?thyroid.*phos,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Parathyroid Hormone,"Bone Anabolic Activity in Ovariectomized, Osteopenic Rats",bone.*ovariectom|ovariectom.*bone|anabolic.*bone,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Ovarian Weight in hCG-Primed Rats (Human Chorionic Gonadotropin) by Follicle-Stimulating Hormone (FSH),Follicle|\WFSH\W,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Prostate Weight in Hypophysectomized Rats by Luteinizing Hormone (LH) or Interstitial Cell Stimulating Hormone (ICSH),,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Superovulation in Immature Rats by Luteinizing Hormone (LH) or Interstitial Cell Stimulating Hormone (ICSH),,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Ascorbic Acid Depletion of Ovaries in PMSG / hCG-Primed Rats by Luteinizing Hormone (LH) or Interstitial Cell Stimulating Hormone (ICSH),,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,General Luteinizing Hormone (LH) or Interstitial Cell Stimulating Hormone (ICSH) Activity,Lutein,phenotype,,in-vivo phenotypic,LUTEINIZING HORMONE,,,,
N,Endocrinology,Anterior Pituitary Hormones,Corpus Luteum Formation in Immature Mice (Aschheim-Zondek Test) for Pituitary Gonadotropins,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Biological Assay of hCG (Human Chorionic Gonadotropin) in Immature Male Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Biological Assay of hMG in Immature Rats (Human Menopausal Gonadotropin),,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Biological Assay of PMSG (Pregnant Mares Serum Gonadotropin) in Immature Female Rats,PMSG,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Inhibition of Gonadotropin Secretion,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Inhibition of Ovulation and Luteinization for Gonadotropin Inhibition,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Ovary-Spleen Transplantation for gonadal steroids,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Inhibition of Fertility by steroids that inhibit pituitary gonadotropin secretion or compete at the progesterone receptor ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Weight Gain in Female Rats (Growth Plateau Rats) by Growth Hormone (GH),,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Tibia Test in Hypophysectomized Rats due to Growth Hormone Deficiency,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,[35]S Sulphate Uptake into cartilage by Growth Hormone,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,General Growth Hormone Activity,Growth.*Hormone,phenotype,,in-vivo phenotypic,GROWTH HORMONE,,,,
N,Endocrinology,Anterior Pituitary Hormones,Adrenal Ascorbic Acid Depletion by Adrenocorticotropin (ACTH),,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Corticosterone Blood Levels in Dexamethasone-Blocked Rats by Adrenocorticotropin (ACTH),\WACTH\W,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Thymus Involution by Corticotropin,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Iodine Uptake for Thyroid Activation ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Anterior Pituitary Hormones,Assay of Long-Acting Thyroid-Stimulating Factor (LATS) in Mice,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Posterior Pituitary Hormones,Milk Ejection in the Lactating Rabbit or Rat for Oxytocin,lactating,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Posterior Pituitary Hormones,Vasopressor Activity ,Vasopress,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Posterior Pituitary Hormones,Antidiuretic Activity in the Conscious Rat,Anti\W?diuretic.*water\W?load|\WBurn\W,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Posterior Pituitary Hormones,Antidiuretic Activity in the Rat in Ethanol Anesthesia,Anti\W?diuretic.*ethanol,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Release of [131]I from Thyroid Glands of Mice for Thyrotropin-Releasing Hormone (TRH),,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,TSH and Prolactin Release by Thyrotropin-Releasing Hormone (TRH) in Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,LH (Luteinizing Hormone) Release in the Ovariectomized Estrogen_Progesterone-Blocked Rat,o?estrogen.*\WLH\W|lutein.*o?estrogen,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Measurement of Ascorbic Acid Depletion in Ovaries of Pseudopregnant Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Progesterone Production in Pseudopregnant Rats,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
N,Endocrinology,Hypothalamic Hormones,Induction of Superovulation in Immature Rats ,,Vogel_assay_2008,,in-vivo phenotypic,,,,,
